Device id: 114
Device Version: 114
not done yet
Device id: 114
Device Version: 114
not done yet
X_0;Y_0;Z_0;Temperature_0;Time_0;X_1;Y_1;Z_1;Temperature_1;Time_1;
847;2123;137;27.644183773216014;0.0068864269999835415;1129;309;432;27.644183773216014;0.0068038889999684216;
847;2124;138;27.644183773216014;0.289804289000017;1128;309;432;27.644183773216014;0.0068695530000013605;
847;2123;138;27.644183773216014;0.2900882749999596;1128;309;432;28.621700879765385;0.006912843000009161;
847;2123;138;27.644183773216014;0.2895992969999952;1128;309;432;27.644183773216014;0.006872595000004367;
845;2122;137;28.621700879765385;0.2897599980000223;1128;309;432;27.644183773216014;0.006825347000017246;
845;2123;137;27.644183773216014;0.289671751999947;1128;308;432;27.644183773216014;0.00690326000000141;
846;2123;137;27.644183773216014;0.28989515699998947;1128;309;432;27.644183773216014;0.006805055999961951;
846;2123;137;28.621700879765385;0.2899121140000034;1128;309;432;27.644183773216014;0.006858469999997396;
845;2122;137;27.644183773216014;0.28976091300000917;1128;309;432;26.666666666666643;0.0075669369999786795;
844;2120;137;27.644183773216014;0.2899093639999819;1128;309;432;27.644183773216014;0.006883636000054594;
844;2121;137;27.644183773216014;0.28990523900000653;1128;309;432;27.644183773216014;0.006825179999964348;
844;2120;137;27.644183773216014;0.28960962700000437;1128;309;432;27.644183773216014;0.006814097000017227;
844;2121;137;27.644183773216014;0.2901445600000443;1128;309;432;27.644183773216014;0.006884010999954171;
844;2120;137;27.644183773216014;0.28976057800002764;1128;308;432;27.644183773216014;0.006806429999983266;
844;2121;137;27.644183773216014;0.2895168389999867;1128;308;432;27.644183773216014;0.0068805100000304265;
843;2119;137;27.644183773216014;0.28973866100000123;1127;308;432;27.644183773216014;0.006909050999979627;
844;2121;137;27.644183773216014;0.28980503200000385;1128;308;432;27.644183773216014;0.007121290999975827;
844;2120;137;27.644183773216014;0.28963212400003613;1127;308;431;27.644183773216014;0.006852012000024388;
845;2122;137;27.644183773216014;0.28958479300001727;1128;309;432;27.644183773216014;0.006855137000002287;
845;2122;137;27.644183773216014;0.2895681680000166;1128;309;432;27.644183773216014;0.00683501299999989;
846;2123;137;27.644183773216014;0.28985669500002587;1129;309;432;27.644183773216014;0.006827596999983143;
846;2124;137;28.621700879765385;0.28991140099998347;1129;309;432;27.644183773216014;0.006900217999998404;
846;2123;137;27.644183773216014;0.28961508099996536;1128;309;432;27.644183773216014;0.006801013999961469;
846;2124;137;27.644183773216014;0.2899578560000009;1129;309;432;27.644183773216014;0.006820430000004762;
846;2124;137;27.644183773216014;0.2897117840000192;1129;309;432;27.644183773216014;0.00680638899996211;
846;2123;137;27.644183773216014;0.2899993539999741;1129;309;432;27.644183773216014;0.006906883999988622;
846;2123;137;27.644183773216014;0.28996223000001464;1129;309;432;27.644183773216014;0.006800681000015629;
846;2124;137;27.644183773216014;0.2904438740000046;1129;309;432;27.644183773216014;0.006990714000039588;
846;2123;137;27.644183773216014;0.2899642720000202;1129;309;432;27.644183773216014;0.0068653860000154054;
846;2124;137;27.644183773216014;0.289779153999973;1129;309;432;27.644183773216014;0.00694692400003305;
846;2123;137;27.644183773216014;0.28988194100003284;1128;309;432;27.644183773216014;0.006823972000006506;
846;2124;137;27.644183773216014;0.289631202999999;1128;309;432;27.644183773216014;0.006805514000006951;
846;2124;137;27.644183773216014;0.29015359500004934;1129;309;432;27.644183773216014;0.0069696310000040285;
846;2123;137;27.644183773216014;0.2896786989999782;1128;309;432;27.644183773216014;0.006844886999999744;
846;2124;137;27.644183773216014;0.28979952700001377;1129;309;432;27.644183773216014;0.006813764000014544;
846;2123;137;27.644183773216014;0.28987773099999004;1128;309;432;27.644183773216014;0.00683934500000305;
846;2123;137;27.644183773216014;0.28959778499995537;1128;309;432;27.644183773216014;0.006980463999980202;
846;2123;137;27.644183773216014;0.2899311030000149;1128;309;432;27.644183773216014;0.006809430999965116;
846;2123;137;27.644183773216014;0.2899263109999879;1128;309;432;27.644183773216014;0.0068354289999774664;
846;2123;137;27.644183773216014;0.28975065200000927;1128;309;432;27.644183773216014;0.006856552999977339;
846;2123;137;27.644183773216014;0.28961378299999296;1129;309;432;27.644183773216014;0.0068140549999498035;
846;2123;137;27.644183773216014;0.2897599430000355;1128;309;432;27.644183773216014;0.006819804999963708;
846;2124;137;27.644183773216014;0.2899310180000043;1129;309;432;27.644183773216014;0.006856219999974655;
846;2124;137;27.644183773216014;0.2903603729999986;1129;309;432;27.644183773216014;0.006895134999979291;
846;2123;137;27.644183773216014;0.2896072409999988;1128;309;432;27.644183773216014;0.006943382999963887;
846;2124;137;27.644183773216014;0.28955140999994455;1129;309;432;27.644183773216014;0.007430109000040375;
846;2123;137;27.644183773216014;0.28971681799998805;1128;309;432;27.644183773216014;0.006889092999983859;
846;2123;137;27.644183773216014;0.2897734829999763;1128;309;432;27.644183773216014;0.0067994309999903635;
846;2124;137;27.644183773216014;0.28992455899998504;1129;309;432;27.644183773216014;0.006841054000005897;
846;2123;137;27.644183773216014;0.2896583200000009;1128;309;432;27.644183773216014;0.006832846000008885;
846;2123;137;27.644183773216014;0.2895074939999631;1128;309;432;27.644183773216014;0.006797805999951834;
846;2123;137;27.644183773216014;0.2899650140000176;1128;309;432;27.644183773216014;0.0069867549999571565;
846;2123;137;27.644183773216014;0.28954140799999095;1128;309;432;27.644183773216014;0.007093749999967258;
846;2123;137;27.644183773216014;0.28985360100000435;1129;309;432;27.644183773216014;0.006812804999981381;
846;2124;137;27.644183773216014;0.290016885;1129;309;432;27.644183773216014;0.006918175000009796;
846;2123;137;27.644183773216014;0.2896832339999946;1128;309;432;27.644183773216014;0.006842302999984895;
846;2124;137;27.644183773216014;0.2898421840000083;1129;309;432;27.644183773216014;0.00687867700003153;
846;2124;137;27.644183773216014;0.2896761920000017;1129;309;432;27.644183773216014;0.006801429999995889;
846;2123;137;27.644183773216014;0.28969485799996164;1128;309;432;27.644183773216014;0.006907301000012467;
846;2123;137;27.644183773216014;0.2899781760000337;1129;309;432;26.666666666666643;0.006884676999959538;
846;2124;137;27.644183773216014;0.28947936700001264;1129;309;432;27.644183773216014;0.00684076200002437;
846;2123;137;27.644183773216014;0.28951928100002533;1129;309;432;27.644183773216014;0.006936381999992136;
846;2123;137;27.644183773216014;0.29017070799994826;1128;309;432;27.644183773216014;0.006967713999983971;
846;2124;137;27.644183773216014;0.28995688499998096;1129;309;432;27.644183773216014;0.006821221999985028;
846;2123;137;27.644183773216014;0.2897516019999671;1129;309;432;26.666666666666643;0.0068250960000000305;
846;2124;137;27.644183773216014;0.2899447180000152;1129;309;432;26.666666666666643;0.006945174000009047;
846;2123;137;27.644183773216014;0.2897764339999753;1129;309;432;27.644183773216014;0.006836261999978888;
846;2123;137;28.621700879765385;0.2897428110000533;1128;309;432;27.644183773216014;0.006819345999986126;
846;2124;137;27.644183773216014;0.28964910600001303;1128;309;432;27.644183773216014;0.006861427999979242;
846;2124;137;27.644183773216014;0.289761182999996;1129;309;432;27.644183773216014;0.006847762000006696;
846;2123;137;27.644183773216014;0.2897265599999628;1128;309;432;27.644183773216014;0.00684276200001932;
846;2124;137;27.644183773216014;0.2896354400000405;1129;309;432;26.666666666666643;0.006868219000011777;
846;2124;137;27.644183773216014;0.2898240129999863;1129;309;432;27.644183773216014;0.006851344999972753;
846;2123;137;27.644183773216014;0.28947194599999193;1129;309;432;26.666666666666643;0.006824012999970819;
846;2124;137;27.644183773216014;0.28960681499995644;1129;309;432;26.666666666666643;0.007013086999961615;
846;2123;137;27.644183773216014;0.2899731299999644;1129;309;432;26.666666666666643;0.006853594000006069;
846;2124;137;27.644183773216014;0.2896536860000083;1129;309;432;26.666666666666643;0.007684638999990057;
846;2123;137;27.644183773216014;0.28970447599999716;1129;309;432;26.666666666666643;0.006826720999981717;
845;2122;137;27.644183773216014;0.28999017000001004;1128;309;432;27.644183773216014;0.006912424999995892;
846;2123;137;27.644183773216014;0.2896947670000145;1129;309;432;27.644183773216014;0.006906467000021621;
845;2123;137;27.644183773216014;0.2903715269999907;1128;309;432;26.666666666666643;0.007613058999993427;
845;2122;137;27.644183773216014;0.2895977300000254;1128;309;432;26.666666666666643;0.006885260000046856;
845;2122;137;27.644183773216014;0.2898345509999558;1128;309;432;26.666666666666643;0.006800305000012941;
846;2123;137;27.644183773216014;0.2896631839999486;1128;309;432;26.666666666666643;0.006825720999984242;
845;2122;137;27.644183773216014;0.2897620129999723;1128;309;432;26.666666666666643;0.006829261999996561;
845;2122;137;27.644183773216014;0.28984080000003587;1128;309;432;27.644183773216014;0.00694309099998236;
846;2123;137;27.644183773216014;0.28987721400000055;1129;309;432;26.666666666666643;0.006833845000016936;
846;2123;137;27.644183773216014;0.2897450959999901;1129;309;432;26.666666666666643;0.006824554000047556;
845;2122;137;27.644183773216014;0.28972634699999844;1128;309;432;27.644183773216014;0.006846053000003849;
845;2122;137;27.644183773216014;0.28980117600002586;1128;309;432;27.644183773216014;0.00697050600001603;
846;2123;137;27.644183773216014;0.28992837800001325;1129;309;432;26.666666666666643;0.0068171789999951216;
845;2122;137;27.644183773216014;0.29011474399999315;1129;309;432;27.644183773216014;0.006890427000030286;
845;2122;137;27.644183773216014;0.2898877529999595;1128;309;432;26.666666666666643;0.006850928999995176;
845;2122;137;27.644183773216014;0.28972830200001454;1129;309;432;27.644183773216014;0.00686492699998098;
